Bundesliga,Germany,2003-2004
Matchday,Home Team,Away Team,Goals Home,Goals Away,Points Home,Points Away
25,TSV 1860 Muenchen,SC Freiburg,1,1,1,1
25,1.FC Koeln,VfB Stuttgart,2,2,1,1
25,VfL Wolfsburg,SV Werder Bremen,0,2,0,3
25,FC Hansa Rostock,Bayer Leverkusen,0,2,0,3
25,Hertha BSC,FC Bayern Muenchen,1,1,1,1
25,Borussia Mgladbach,Hamburger SV,3,0,3,0
25,1.FC Kaiserslautern,VfL Bochum,2,2,1,1
26,FC Hansa Rostock,VfL Wolfsburg,3,1,3,0
26,Hamburger SV,1.FC Kaiserslautern,3,2,3,0
26,FC Bayern Muenchen,Borussia Mgladbach,5,2,3,0
26,Bayer Leverkusen,Hertha BSC,4,1,3,0
26,VfB Stuttgart,SV Werder Bremen,4,4,1,1
26,SC Freiburg,1.FC Koeln,3,0,3,0
26,Eintracht Frankfurt,TSV 1860 Muenchen,0,3,0,3
26,Hannover 96,Borussia Dortmund,1,1,1,1
26,VfL Bochum,Schalke 04,1,2,0,3
27,TSV 1860 Muenchen,Hannover 96,0,2,0,3
27,1.FC Koeln,Eintracht Frankfurt,2,0,3,0
27,SV Werder Bremen,SC Freiburg,1,1,1,1
27,VfL Wolfsburg,VfB Stuttgart,1,5,0,3
27,Hertha BSC,FC Hansa Rostock,1,1,1,1
27,Borussia Mgladbach,Bayer Leverkusen,0,0,1,1
27,1.FC Kaiserslautern,FC Bayern Muenchen,0,2,0,3
27,Schalke 04,Hamburger SV,4,1,3,0
27,Borussia Dortmund,VfL Bochum,4,1,3,0
28,Hertha BSC,VfL Wolfsburg,1,0,3,0
28,Bayer Leverkusen,1.FC Kaiserslautern,6,0,3,0
28,FC Hansa Rostock,Borussia Mgladbach,1,2,0,3
28,SC Freiburg,VfB Stuttgart,0,1,0,3
28,Eintracht Frankfurt,SV Werder Bremen,0,1,0,3
28,Hannover 96,1.FC Koeln,1,0,3,0
28,VfL Bochum,TSV 1860 Muenchen,4,0,3,0
28,Hamburger SV,Borussia Dortmund,0,2,0,3
28,FC Bayern Muenchen,Schalke 04,2,1,3,0
29,SV Werder Bremen,Hannover 96,0,0,1,1
29,VfB Stuttgart,Eintracht Frankfurt,3,1,3,0
29,VfL Wolfsburg,SC Freiburg,4,0,3,0
29,Borussia Mgladbach,Hertha BSC,1,1,1,1
29,1.FC Kaiserslautern,FC Hansa Rostock,3,2,3,0
29,Schalke 04,Bayer Leverkusen,2,3,0,3
29,Borussia Dortmund,FC Bayern Muenchen,2,0,3,0
29,TSV 1860 Muenchen,Hamburger SV,1,2,0,3
29,1.FC Koeln,VfL Bochum,1,2,0,3
30,Borussia Mgladbach,VfL Wolfsburg,0,2,0,3
30,Hertha BSC,1.FC Kaiserslautern,3,0,3,0
30,Eintracht Frankfurt,SC Freiburg,3,0,3,0
30,Hannover 96,VfB Stuttgart,0,1,0,3
30,VfL Bochum,SV Werder Bremen,0,0,1,1
30,Hamburger SV,1.FC Koeln,4,2,3,0
30,FC Bayern Muenchen,TSV 1860 Muenchen,1,0,3,0
30,Bayer Leverkusen,Borussia Dortmund,3,0,3,0
30,FC Hansa Rostock,Schalke 04,3,1,3,0
31,SC Freiburg,Hannover 96,4,1,3,0
31,VfL Wolfsburg,Eintracht Frankfurt,1,0,3,0
31,1.FC Kaiserslautern,Borussia Mgladbach,2,2,1,1
31,Schalke 04,Hertha BSC,3,0,3,0
31,Borussia Dortmund,FC Hansa Rostock,4,1,3,0
31,TSV 1860 Muenchen,Bayer Leverkusen,1,1,1,1
31,1.FC Koeln,FC Bayern Muenchen,1,2,0,3
31,SV Werder Bremen,Hamburger SV,6,0,3,0
31,VfB Stuttgart,VfL Bochum,1,1,1,1
32,1.FC Kaiserslautern,VfL Wolfsburg,3,2,3,0
32,Hannover 96,Eintracht Frankfurt,3,0,3,0
32,VfL Bochum,SC Freiburg,3,0,3,0
32,Hamburger SV,VfB Stuttgart,2,1,3,0
32,FC Bayern Muenchen,SV Werder Bremen,1,3,0,3
32,Bayer Leverkusen,1.FC Koeln,2,0,3,0
32,FC Hansa Rostock,TSV 1860 Muenchen,3,0,3,0
32,Hertha BSC,Borussia Dortmund,6,2,3,0
32,Borussia Mgladbach,Schalke 04,2,0,3,0
33,Hannover 96,VfL Wolfsburg,0,0,1,1
33,Schalke 04,1.FC Kaiserslautern,4,1,3,0
33,Borussia Dortmund,Borussia Mgladbach,3,1,3,0
33,TSV 1860 Muenchen,Hertha BSC,1,1,1,1
33,1.FC Koeln,FC Hansa Rostock,4,0,3,0
33,SV Werder Bremen,Bayer Leverkusen,2,6,0,3
33,VfB Stuttgart,FC Bayern Muenchen,3,1,3,0
33,SC Freiburg,Hamburger SV,0,0,1,1
33,Eintracht Frankfurt,VfL Bochum,3,2,3,0
34,VfL Wolfsburg,Schalke 04,1,1,1,1
34,VfL Bochum,Hannover 96,3,1,3,0
34,Hamburger SV,Eintracht Frankfurt,2,1,3,0
34,FC Bayern Muenchen,SC Freiburg,2,0,3,0
34,Bayer Leverkusen,VfB Stuttgart,2,0,3,0
34,FC Hansa Rostock,SV Werder Bremen,3,1,3,0
34,Hertha BSC,1.FC Koeln,3,1,3,0
34,Borussia Mgladbach,TSV 1860 Muenchen,3,1,3,0
34,1.FC Kaiserslautern,Borussia Dortmund,1,1,1,1
